Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Description,Weapon_Used_Code,Status,Status_Description,Crime_Category
300 W 61ST ST,33.9842,-118.2789,11/20/2020 0:00,11/15/2020 0:00,1300,13,Newton,1381,2,11,F,B,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Crimes against Persons
4700 AMBROSE AV,34.1099,-118.2923,11/20/2020 0:00,11/19/2020 0:00,2100,11,Northeast,1141,1,72,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Property Crimes
200 E 58TH ST,33.9898,-118.2731,11/20/2020 0:00,11/19/2020 0:00,1204,13,Newton,1372,2,45,M,H,OTHER BUSINESS,511,IC,Invest Cont,Crimes against Public Order
9900 S SAN PEDRO ST,33.9456,-118.2695,11/20/2020 0:00,11/20/2020 0:00,1830,18,Southeast,1823,1,59,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106,IC,Invest Cont,Crimes against Public Order
6500 SANTA MONICA BL,34.0907,-118.3315,11/20/2020 0:00,11/20/2020 0:00,1550,6,Hollywood,656,1,0,X,X,BAR/COCKTAIL/NIGHTCLUB,500,IC,Invest Cont,Property Crimes
90TH ST,33.9551,-118.2827,11/20/2020 0:00,11/20/2020 0:00,1020,18,Southeast,1802,1,33,F,B,SIDEWALK,215,AO,Adult Other,Violent Crimes
YUCCA,34.1032,-118.3348,11/20/2020 0:00,11/20/2020 0:00,1310,6,Hollywood,636,1,30,F,W,SIDEWALK,221,AA,Adult Arrest,Violent Crimes
200 W 91ST ST,33.9537,-118.2757,11/20/2020 0:00,11/20/2020 0:00,2235,18,Southeast,1802,1,50,M,B,STREET,102,IC,Invest Cont,Violent Crimes
13300 RIVERSIDE DR,34.1576,-118.4231,11/20/2020 0:00,11/20/2020 0:00,1130,9,Van Nuys,966,2,33,F,W,NAIL SALON,500,IC,Invest Cont,Violent Crimes
900 S CARONDELET ST,34.0549,-118.2833,11/20/2020 0:00,11/20/2020 0:00,1320,2,Rampart,271,1,46,F,B,STREET,308,AO,Adult Other,Violent Crimes
CENTURY,33.9398,-118.2611,11/20/2020 0:00,11/20/2020 0:00,855,18,Southeast,1834,1,62,M,B,STREET,102,IC,Invest Cont,Violent Crimes
16600 BERMUDA ST,34.267,-118.4946,11/20/2020 0:00,11/20/2020 0:00,1030,17,Devonshire,1737,2,50,F,O,STREET,400,AO,Adult Other,Violent Crimes
700 E 76TH ST,33.9712,-118.263,11/20/2020 0:00,11/20/2020 0:00,1,12,77th Street,1259,1,26,M,B,SINGLE FAMILY DWELLING,207,IC,Invest Cont,Violent Crimes
12800 ENCINITAS AV,34.3024,-118.477,11/20/2020 0:00,11/20/2020 0:00,750,19,Mission,1921,2,34,M,H,GAS STATION,511,IC,Invest Cont,Crimes against Public Order
TOPANGA CANYON BL,34.2286,-118.6037,11/20/2020 0:00,11/20/2020 0:00,1520,21,Topanga,2103,1,22,F,A,STREET,400,AO,Adult Other,Property Crimes
7100 GREELEY ST,34.249,-118.2859,11/20/2020 0:00,11/20/2020 0:00,2030,16,Foothill,1657,1,33,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,AO,Adult Other,Crimes against Public Order
700 E 60TH ST,33.9856,-118.263,11/20/2020 0:00,11/20/2020 0:00,1910,13,Newton,1385,2,43,M,H,OTHER BUSINESS,400,IC,Invest Cont,Violent Crimes
4100 S WESTERN AV,34.0091,-118.3089,11/20/2020 0:00,11/20/2020 0:00,1400,3,Southwest,395,2,48,F,B,PARKING LOT,400,AO,Adult Other,Violent Crimes
200 E 45TH ST,34.0029,-118.2718,11/20/2020 0:00,11/20/2020 0:00,800,13,Newton,1352,1,43,F,H,SINGLE FAMILY DWELLING,301,AO,Adult Other,Crimes against Public Order
7200 S FIGUEROA ST,33.9741,-118.2827,11/20/2020 0:00,11/20/2020 0:00,1433,12,77th Street,1256,1,27,M,B,STREET,109,IC,Invest Cont,Property Crimes
400 S BURLINGTON AV,34.0596,-118.27,11/21/2020 0:00,6/1/2020 0:00,830,2,Rampart,247,1,13,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
1900 N BEACHWOOD DR,34.1052,-118.3213,11/21/2020 0:00,11/17/2020 0:00,600,6,Hollywood,628,1,31,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
SHERMAN WY,34.2013,-118.4574,11/21/2020 0:00,11/19/2020 0:00,1600,9,Van Nuys,904,1,78,F,H,STREET,400,IC,Invest Cont,Property Crimes
13100 CORCORAN ST,34.2865,-118.4195,11/21/2020 0:00,11/19/2020 0:00,1200,16,Foothill,1601,2,13,M,B,SINGLE FAMILY DWELLING,400,AO,Adult Other,Crimes against Persons
LEMAY ST,34.1903,-118.4574,11/21/2020 0:00,11/20/2020 0:00,100,9,Van Nuys,923,2,54,F,B,STREET,400,AO,Adult Other,Violent Crimes
11000 W PICO BL,34.0383,-118.4325,11/21/2020 0:00,11/20/2020 0:00,2130,8,West LA,884,2,0,X,X,OTHER BUSINESS,500,IC,Invest Cont,Property Crimes
32ND ST,34.0171,-118.2642,11/21/2020 0:00,11/21/2020 0:00,730,13,Newton,1333,1,32,M,H,SIDEWALK,312,IC,Invest Cont,Property Crimes
11300 MCLENNAN AV,34.2756,-118.5011,11/21/2020 0:00,11/21/2020 0:00,2345,17,Devonshire,1737,2,40,M,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
1800 E 109TH PL,33.9362,-118.2401,11/21/2020 0:00,11/21/2020 0:00,1240,18,Southeast,1837,1,54,F,B,STREET,201,IC,Invest Cont,Violent Crimes
9200 VENA AV,34.2368,-118.4159,11/21/2020 0:00,11/21/2020 0:00,455,19,Mission,1979,2,29,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
8900 BARING CROSS ST,33.9566,-118.2894,11/21/2020 0:00,11/21/2020 0:00,2050,18,Southeast,1801,1,39,M,B,STREET,101,AO,Adult Other,Crimes against Public Order
MAIN ST,33.9887,-118.4716,11/21/2020 0:00,11/21/2020 0:00,1700,14,Pacific,1431,2,28,F,W,PARKING LOT,400,IC,Invest Cont,Violent Crimes
THATCHER,33.986,-118.4478,11/21/2020 0:00,11/21/2020 0:00,1750,14,Pacific,1444,2,63,M,O,SIDEWALK,400,IC,Invest Cont,Violent Crimes
1200 INNES AV,34.0717,-118.2493,11/21/2020 0:00,11/21/2020 0:00,1802,1,Central,101,1,25,M,H,STREET,102,IC,Invest Cont,Violent Crimes
1100 S OLIVE ST,34.04,-118.2617,11/21/2020 0:00,11/21/2020 0:00,600,1,Central,182,2,0,X,X,OTHER BUSINESS,500,AA,Adult Arrest,Property Crimes
600 W 9TH ST,34.0451,-118.2604,11/21/2020 0:00,11/21/2020 0:00,545,1,Central,182,1,57,M,W,SIDEWALK,301,AA,Adult Arrest,Violent Crimes
55TH ST,33.9923,-118.2915,11/21/2020 0:00,11/21/2020 0:00,1130,12,77th Street,1215,1,27,M,B,STREET,109,AA,Adult Arrest,Violent Crimes
1500 6TH AV,34.0457,-118.3255,11/21/2020 0:00,11/21/2020 0:00,1,7,Wilshire,767,1,31,M,H,STREET,400,AO,Adult Other,Property Crimes
900 FRANCISCO ST,33.8498,-118.2929,11/21/2023 0:00,11/21/2020 0:00,320,5,Harbor,505,2,38,F,B,PARKING LOT,400,IC,Invest Cont,Violent Crimes
8400 WILLIS AV,34.2231,-118.4553,11/22/2020 0:00,11/12/2020 0:00,2300,19,Mission,1984,2,31,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
10400 CALIFA ST,34.1779,-118.3586,11/22/2020 0:00,11/20/2020 0:00,2130,15,N Hollywood,1539,2,46,M,O,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
YOSEMITE,34.1348,-118.1928,11/22/2020 0:00,11/20/2020 0:00,1555,11,Northeast,1119,1,39,M,W,STREET,400,AA,Adult Arrest,Violent Crimes
100 S VERMONT AV,34.0709,-118.2941,11/22/2020 0:00,11/20/2020 0:00,2330,20,Olympic,2017,2,49,M,A,PARKING LOT,400,IC,Invest Cont,Violent Crimes
W 87TH ST,33.9588,-118.2782,11/22/2020 0:00,11/21/2020 0:00,2300,18,Southeast,1802,1,20,F,B,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Property Crimes
PLUMMER,34.2427,-118.6104,11/22/2020 0:00,11/21/2020 0:00,2000,21,Topanga,2101,2,26,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
8800 RAMSGATE AV,33.957,-118.3827,11/22/2020 0:00,11/21/2020 0:00,2200,14,Pacific,1488,2,27,F,B,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
6600 W 5TH ST,34.0685,-118.3707,11/22/2020 0:00,11/22/2020 0:00,2130,7,Wilshire,722,2,54,F,W,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
2500 E 3RD ST,34.0403,-118.2088,11/22/2020 0:00,11/22/2020 0:00,1800,4,Hollenbeck,467,2,16,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,AO,Adult Other,Crimes against Persons
6300 COLDWATER CANYON AV,34.1781,-118.4179,11/22/2020 0:00,11/22/2020 0:00,800,9,Van Nuys,939,1,52,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,AA,Adult Arrest,Violent Crimes
BEVERLY,34.0763,-118.3004,11/22/2020 0:00,11/22/2020 0:00,600,20,Olympic,2015,2,27,M,H,STREET,400,IC,Invest Cont,Violent Crimes
ECHO PARK,34.0727,-118.2597,11/22/2020 0:00,11/22/2020 0:00,220,2,Rampart,218,2,22,F,B,STREET,400,IC,Invest Cont,Violent Crimes
8500 FOOTHILL BL,34.2724,-118.3243,11/22/2020 0:00,11/22/2020 0:00,2245,16,Foothill,1617,1,37,M,W,GAS STATION,102,IC,Invest Cont,Violent Crimes
35TH ST,34.0118,-118.2589,11/22/2020 0:00,11/22/2020 0:00,800,13,Newton,1343,1,37,M,H,SINGLE FAMILY DWELLING,201,AA,Adult Arrest,Violent Crimes
4600 W MARTIN LUTHER KING JR BL,34.0195,-118.3489,11/22/2020 0:00,11/22/2020 0:00,700,3,Southwest,362,1,18,M,H,STREET,102,IC,Invest Cont,Violent Crimes
200 LOMA DR,34.0606,-118.2648,11/22/2020 0:00,11/22/2020 0:00,120,2,Rampart,237,2,28,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
700 S BIXEL ST,34.0507,-118.2643,11/22/2020 0:00,11/22/2020 0:00,2215,2,Rampart,269,1,22,M,W,GARAGE/CARPORT,102,IC,Invest Cont,Property Crimes
7200 W SUNSET BL,34.1007,-118.3494,11/22/2020 0:00,11/22/2020 0:00,1945,6,Hollywood,643,2,61,M,H,PARKING LOT,306,IC,Invest Cont,Property Crimes
1100 EUBANK AV,33.785,-118.2554,11/22/2020 0:00,11/22/2020 0:00,930,5,Harbor,517,1,67,M,H,STREET,102,IC,Invest Cont,Violent Crimes
5700 WILLOW CREST AV,34.174,-118.3627,11/22/2020 0:00,11/22/2020 0:00,110,15,N Hollywood,1539,2,34,F,W,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
2700 W SUNSET BL,34.0808,-118.2655,11/22/2020 0:00,11/22/2020 0:00,120,11,Northeast,1181,1,26,F,W,MOTEL,512,IC,Invest Cont,Violent Crimes
800 S HILL ST,34.0462,-118.2585,11/22/2020 0:00,11/22/2020 0:00,125,1,Central,162,2,53,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
1ST,34.0442,-118.2109,11/22/2020 0:00,11/22/2020 0:00,2015,4,Hollenbeck,464,1,35,M,H,SIDEWALK,102,IC,Invest Cont,Violent Crimes
VERMONT PL,34.0046,-118.2915,11/22/2020 0:00,11/22/2020 0:00,1215,3,Southwest,397,2,60,M,H,STREET,400,IC,Invest Cont,Violent Crimes
200 S MAIN ST,33.9974,-118.479,11/22/2020 0:00,11/22/2020 0:00,951,14,Pacific,1412,1,0,X,X,DRUG STORE,400,AA,Adult Arrest,Property Crimes
1500 GORDON ST,34.098,-118.3197,11/22/2020 0:00,11/22/2020 0:00,1845,6,Hollywood,647,2,0,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
600 N AVENUE 50,34.1109,-118.2016,11/22/2021 0:00,9/4/2020 0:00,1900,11,Northeast,1137,1,5,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
5100 NOBLE AV,34.163,-118.4618,11/23/2020 0:00,11/20/2020 0:00,1100,9,Van Nuys,963,1,38,F,W,SINGLE FAMILY DWELLING,511,AO,Adult Other,Crimes against Public Order
PACIFIC AV,33.7442,-118.2879,11/23/2020 0:00,11/22/2020 0:00,1630,5,Harbor,564,1,16,F,B,SIDEWALK,400,JA,Juv Arrest,Violent Crimes
4300 W SUNSET BL,34.0947,-118.2828,11/23/2020 0:00,11/22/2020 0:00,2255,11,Northeast,1162,1,41,F,H,OTHER BUSINESS,500,IC,Invest Cont,Crimes against Public Order
6800 HOLLYWOOD BL,34.1016,-118.3391,11/23/2020 0:00,11/22/2020 0:00,2230,6,Hollywood,645,1,17,F,B,MTA - RED LINE - HOLLYWOOD/HIGHLAND,400,IC,Invest Cont,Violent Crimes
3800 ALSACE AV,34.0158,-118.3585,11/23/2020 0:00,11/23/2020 0:00,1800,3,Southwest,341,2,60,F,B,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
LANKERSHIM,34.1523,-118.367,11/23/2020 0:00,11/23/2020 0:00,1900,15,N Hollywood,1566,2,39,F,W,STREET,400,IC,Invest Cont,Violent Crimes
1500 W 84TH ST,33.9627,-118.3047,11/23/2020 0:00,11/23/2020 0:00,55,12,77th Street,1265,1,33,F,B,SINGLE FAMILY DWELLING,106,AA,Adult Arrest,Crimes against Public Order
2500 BEVERLY BL,34.0708,-118.2798,11/23/2020 0:00,11/23/2020 0:00,1745,2,Rampart,233,1,30,F,W,PARKING LOT,400,AO,Adult Other,Property Crimes
1500 GORDON ST,34.098,-118.3197,11/23/2020 0:00,11/23/2020 0:00,2115,6,Hollywood,647,2,28,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
700 FOREST AV,34.0473,-118.2,11/23/2020 0:00,11/23/2020 0:00,1600,4,Hollenbeck,456,1,60,F,H,STREET,102,IC,Invest Cont,Violent Crimes
3700 W 9TH ST,34.0559,-118.3122,11/23/2020 0:00,11/23/2020 0:00,1320,20,Olympic,2042,1,69,M,W,STREET,512,IC,Invest Cont,Violent Crimes
800 BEACON AV,34.0521,-118.2738,11/23/2020 0:00,11/23/2020 0:00,1200,2,Rampart,266,2,75,M,H,PARKING LOT,500,IC,Invest Cont,Violent Crimes
11400 WOODBINE ST,34.018,-118.4292,11/23/2020 0:00,11/23/2020 0:00,1700,14,Pacific,1425,1,40,M,H,PARK/PLAYGROUND,204,IC,Invest Cont,Violent Crimes
8900 OMELVENY AV,34.2315,-118.3987,11/23/2020 0:00,11/23/2020 0:00,1350,16,Foothill,1663,1,37,F,W,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
15300 S VERMONT AV,33.8919,-118.2917,11/23/2020 0:00,11/23/2020 0:00,2245,18,Southeast,1881,2,0,X,X,GAS STATION,306,IC,Invest Cont,Property Crimes
VERNON AV,34.0037,-118.3149,11/23/2020 0:00,11/23/2020 0:00,2100,12,77th Street,1203,2,0,X,X,STREET,106,IC,Invest Cont,Crimes against Public Order
WASHINGTON,34.04,-118.2974,11/23/2020 0:00,11/23/2020 0:00,1300,20,Olympic,2097,1,26,M,H,STREET,400,AA,Adult Arrest,Property Crimes
200 S CARONDELET ST,34.0655,-118.2765,11/23/2020 0:00,11/23/2020 0:00,2040,2,Rampart,235,2,32,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
GENESEE,34.1017,-118.3582,11/23/2020 0:00,11/23/2020 0:00,130,6,Hollywood,642,2,38,M,W,STREET,400,IC,Invest Cont,Property Crimes
5600 S HOOVER ST,33.991,-118.2871,11/23/2020 0:00,11/23/2020 0:00,2100,12,77th Street,1218,2,48,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
2100 S RIMPAU BL,34.0357,-118.3455,11/23/2020 0:00,11/23/2020 0:00,1030,7,Wilshire,785,2,32,F,W,SINGLE FAMILY DWELLING,511,IC,Invest Cont,Crimes against Public Order
2600 S VERMONT AV,34.0323,-118.2915,11/23/2020 0:00,11/23/2020 0:00,2140,3,Southwest,325,2,31,M,B,OTHER BUSINESS,400,AO,Adult Other,Violent Crimes
700 W CENTURY BL,33.9455,-118.2875,11/23/2020 0:00,11/23/2020 0:00,1000,18,Southeast,1821,2,59,M,H,SINGLE FAMILY DWELLING,512,IC,Invest Cont,Fraud and White-Collar Crimes
15600 SHERMAN WY,34.2013,-118.4743,11/24/2020 0:00,9/6/2020 0:00,2245,10,West Valley,1019,2,12,F,H,"VEHICLE, PASSENGER/TRUCK",400,AO,Adult Other,Crimes against Persons
40TH PL,34.0101,-118.274,11/24/2020 0:00,11/23/2020 0:00,1610,13,Newton,1351,1,45,M,H,SIDEWALK,307,IC,Invest Cont,Violent Crimes
MANCHESTER,33.9599,-118.4188,11/24/2020 0:00,11/23/2020 0:00,2250,14,Pacific,1474,2,28,F,W,STREET,400,IC,Invest Cont,Property Crimes
39TH ST,34.014,-118.2816,11/24/2020 0:00,11/24/2020 0:00,2035,3,Southwest,359,1,28,M,W,STREET,304,IC,Invest Cont,Property Crimes
7200 VALJEAN AV,34.2077,-118.4912,11/24/2020 0:00,11/24/2020 0:00,1535,10,West Valley,1008,1,35,F,B,HOTEL,200,AA,Adult Arrest,Crimes against Public Order
5400 W SUNSET BL,34.1,-118.3113,11/24/2020 0:00,11/24/2020 0:00,1230,6,Hollywood,648,2,54,M,W,SIDEWALK,500,IC,Invest Cont,Violent Crimes
12200 TIARA ST,34.1784,-118.398,11/24/2020 0:00,11/24/2020 0:00,150,15,N Hollywood,1532,2,51,F,W,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
1600 COSMO ST,34.0998,-118.3288,11/24/2020 0:00,11/24/2020 0:00,1010,6,Hollywood,646,2,21,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
1500 W 35TH PL,34.0237,-118.3032,11/24/2020 0:00,11/24/2020 0:00,400,3,Southwest,356,2,28,M,H,TRANSITIONAL HOUSING/HALFWAY HOUSE,400,IC,Invest Cont,Violent Crimes
VENICE,33.9941,-118.4528,11/24/2020 0:00,11/24/2020 0:00,1110,14,Pacific,1432,1,38,M,W,SIDEWALK,204,IC,Invest Cont,Crimes against Public Order
17600 BROMLEY ST,34.176,-118.5168,11/24/2020 0:00,11/24/2020 0:00,2220,10,West Valley,1047,2,38,F,O,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
3RD AV,33.9954,-118.4745,11/24/2020 0:00,11/24/2020 0:00,1520,14,Pacific,1413,1,35,F,O,SIDEWALK,221,IC,Invest Cont,Violent Crimes
15400 TUPPER ST,34.2392,-118.4683,11/24/2020 0:00,11/24/2020 0:00,2353,19,Mission,1961,2,28,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
JAMES M WOOD,34.0504,-118.2722,11/24/2020 0:00,11/24/2020 0:00,131,2,Rampart,279,1,41,M,B,STREET,200,IC,Invest Cont,Violent Crimes
MAIN ST,34.0438,-118.2547,11/24/2020 0:00,11/24/2020 0:00,1830,1,Central,163,2,60,F,B,STREET,400,IC,Invest Cont,Violent Crimes
7200 VALJEAN AV,34.2077,-118.4912,11/24/2020 0:00,11/24/2020 0:00,1535,10,West Valley,1008,1,42,F,W,CONDOMINIUM/TOWNHOUSE,305,AA,Adult Arrest,Violent Crimes
9500 S WESTERN AV,33.9507,-118.309,11/24/2020 0:00,11/24/2020 0:00,230,12,77th Street,1283,2,62,F,B,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
MANCHESTER,33.9601,-118.2695,11/24/2020 0:00,11/24/2020 0:00,1600,18,Southeast,1803,1,23,F,B,STREET,400,IC,Invest Cont,Property Crimes
WILSHIRE,34.0569,-118.2736,11/24/2020 0:00,11/24/2020 0:00,1630,2,Rampart,256,1,0,M,W,ALLEY,114,AO,Adult Other,Violent Crimes
47TH,34.0006,-118.2871,11/24/2020 0:00,11/24/2020 0:00,1218,12,77th Street,1207,1,79,F,B,STREET,102,IC,Invest Cont,Crimes against Persons
600 W 79TH ST,33.9693,-118.285,11/24/2020 0:00,11/24/2020 0:00,1540,12,77th Street,1257,2,0,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
5700 LAUREL CANYON BL,34.174,-118.3965,11/24/2021 0:00,10/12/2020 0:00,1,15,N Hollywood,1533,1,31,F,O,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
2400 E 24TH ST,34.0162,-118.2299,11/25/2020 0:00,11/21/2020 0:00,2200,13,Newton,1309,1,38,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
2500 S SAN PEDRO ST,34.0242,-118.2623,11/25/2020 0:00,11/23/2020 0:00,1615,13,Newton,1322,1,64,M,B,SIDEWALK,200,AO,Adult Other,Violent Crimes
LEXINGTON AV,34.0926,-118.3363,11/25/2020 0:00,11/24/2020 0:00,1710,6,Hollywood,663,1,31,F,A,SIDEWALK,400,AA,Adult Arrest,Violent Crimes
4400 S CENTRAL AV,34.0037,-118.2609,11/25/2020 0:00,11/24/2020 0:00,1140,13,Newton,1353,2,25,F,H,RESTAURANT/FAST FOOD,310,AA,Adult Arrest,Property Crimes
4700 VENICE BL,34.0471,-118.3384,11/25/2020 0:00,11/24/2020 0:00,2340,7,Wilshire,765,2,25,M,W,PARKING LOT,400,AO,Adult Other,Violent Crimes
3100 WILSHIRE BL,34.0618,-118.2894,11/25/2020 0:00,11/25/2020 0:00,915,20,Olympic,2038,2,27,M,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
11900 REDBANK ST,34.2273,-118.3921,11/25/2020 0:00,11/25/2020 0:00,1700,16,Foothill,1682,1,29,F,H,JEWELRY STORE,207,IC,Invest Cont,Property Crimes
10700 HAYVENHURST AV,34.2647,-118.4935,11/25/2020 0:00,11/25/2020 0:00,200,17,Devonshire,1737,2,79,M,H,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Property Crimes
700 E 42ND PL,34.0078,-118.2636,11/25/2020 0:00,11/25/2020 0:00,1750,13,Newton,1344,1,46,M,H,SINGLE FAMILY DWELLING,102,AO,Adult Other,Violent Crimes
8400 KANSAS AV,33.9623,-118.294,11/25/2020 0:00,11/25/2020 0:00,1530,12,77th Street,1265,2,27,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
1300 E 114TH ST,33.931,-118.2516,11/25/2020 0:00,11/25/2020 0:00,1830,18,Southeast,1846,2,14,M,H,PARKING LOT,400,IC,Invest Cont,Crimes against Persons
1400 S POINT VIEW ST,34.0517,-118.3701,11/25/2020 0:00,11/25/2020 0:00,1850,7,Wilshire,762,2,70,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
83RD ST,33.9637,-118.2651,11/25/2020 0:00,11/25/2020 0:00,1815,12,77th Street,1269,1,34,F,B,STREET,102,IC,Invest Cont,Violent Crimes
6400 WEST BL,33.981,-118.3352,11/25/2020 0:00,11/25/2020 0:00,1040,12,77th Street,1241,2,45,F,B,OTHER BUSINESS,400,IC,Invest Cont,Violent Crimes
500 E 68TH ST,33.9779,-118.2667,11/26/2020 0:00,4/26/2020 0:00,1647,13,Newton,1395,2,49,F,H,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Violent Crimes
7000 HOLLYWOOD BL,34.1015,-118.3425,11/26/2020 0:00,11/25/2020 0:00,2330,6,Hollywood,645,2,37,M,A,HOTEL,400,IC,Invest Cont,Violent Crimes
105TH ST,33.9407,-118.2427,11/26/2020 0:00,11/25/2020 0:00,2345,18,Southeast,1837,1,31,F,H,SIDEWALK,102,IC,Invest Cont,Violent Crimes
10600 GRAHAM AV,33.9388,-118.2428,11/26/2020 0:00,11/25/2020 0:00,1000,18,Southeast,1837,1,24,M,H,ALLEY,102,IC,Invest Cont,Violent Crimes
200 N MESA ST,33.7442,-118.2857,11/26/2020 0:00,11/25/2020 0:00,2345,5,Harbor,558,1,35,M,H,SINGLE FAMILY DWELLING,200,AO,Adult Other,Crimes against Public Order
FEDORA,34.0527,-118.2979,11/26/2020 0:00,11/26/2020 0:00,1930,20,Olympic,2055,2,58,M,K,SIDEWALK,511,IC,Invest Cont,Crimes against Public Order
900 N WILMINGTON BL,33.7897,-118.2787,11/26/2020 0:00,11/26/2020 0:00,1235,5,Harbor,514,1,80,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,IC,Invest Cont,Crimes against Public Order
1100 S BEVERLY DR,34.0571,-118.3967,11/26/2020 0:00,11/26/2020 0:00,615,8,West LA,857,2,60,M,B,STREET,400,AO,Adult Other,Violent Crimes
BROADWAY,33.9863,-118.2881,11/26/2020 0:00,11/26/2020 0:00,1510,12,77th Street,1239,2,42,F,H,LAUNDROMAT,400,AO,Adult Other,Violent Crimes
400 S WESTERN AV,34.0668,-118.3091,11/26/2020 0:00,11/26/2020 0:00,1350,20,Olympic,2023,2,41,M,H,MARKET,400,AO,Adult Other,Violent Crimes
500 BROAD AV,33.7756,-118.2608,11/26/2020 0:00,11/26/2020 0:00,1420,5,Harbor,529,2,71,M,W,HOTEL,400,IC,Invest Cont,Violent Crimes
6300 MADDEN AV,33.9827,-118.3255,11/26/2020 0:00,11/26/2020 0:00,15,12,77th Street,1242,2,24,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
800 N ALAMEDA ST,34.0561,-118.2375,11/26/2020 0:00,11/26/2020 0:00,1955,1,Central,119,2,45,F,B,LA UNION STATION (NOT LINE SPECIFIC),400,IC,Invest Cont,Violent Crimes
E 79TH ST,33.9679,-118.2695,11/26/2020 0:00,11/26/2020 0:00,1908,12,77th Street,1258,2,47,M,W,STREET,400,AO,Adult Other,Violent Crimes
700 W 21ST ST,34.0332,-118.2759,11/26/2020 0:00,11/26/2020 0:00,400,3,Southwest,319,2,32,F,B,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
8500 TOBIAS AV,34.2248,-118.4517,11/26/2020 0:00,11/26/2020 0:00,1700,19,Mission,1985,2,38,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
5500 WILSHIRE BL,34.0623,-118.3494,11/26/2020 0:00,11/26/2020 0:00,150,7,Wilshire,745,2,40,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
